vol,price,
0.000000,0.000000,
0.010000,0.000000,
0.020000,0.000016,
0.030000,0.002046,
0.040000,0.025494,
0.050000,0.095322,
0.060000,0.223994,
0.070000,0.383914,
0.080000,0.607449,
0.090000,0.881001,
0.100000,1.159203,
0.110000,1.427114,
0.120000,1.755661,
0.130000,2.082147,
0.140000,2.401334,
0.150000,2.720881,
0.160000,3.148013,
0.170000,3.480397,
0.180000,3.813410,
0.190000,4.213643,
0.200000,4.641935,
0.210000,5.059691,
0.220000,5.318747,
0.230000,5.748807,
0.240000,6.145242,
0.250000,6.516098,
0.260000,6.952495,
0.270000,7.272523,
0.280000,7.749052,
0.290000,8.090994,
0.300000,8.574040,
0.310000,8.854727,
0.320000,9.250591,
0.330000,9.637782,
0.340000,10.084349,
0.350000,10.549334,
0.360000,10.987948,
0.370000,11.437702,
0.380000,11.708258,
0.390000,12.060139,
0.400000,12.470770,
0.410000,12.823207,
0.420000,13.250405,
0.430000,13.637271,
0.440000,14.249180,
0.450000,14.543276,
0.460000,14.947763,
0.470000,15.103914,
0.480000,15.729264,
0.490000,16.031050,
0.500000,16.545584,
0.510000,16.862909,
0.520000,17.325225,
0.530000,17.751574,
0.540000,18.096534,
0.550000,18.476567,
0.560000,18.804644,
0.570000,19.565853,
0.580000,19.915962,
0.590000,19.901281,
0.600000,20.401245,
0.610000,20.628266,
0.620000,21.137839,
0.630000,21.642463,
0.640000,21.797067,
0.650000,22.278562,
0.660000,22.885641,
0.670000,23.078615,
0.680000,23.386605,
0.690000,23.760805,
0.700000,24.735726,
0.710000,24.709371,
0.720000,24.868970,
0.730000,25.531089,
0.740000,26.063129,
0.750000,26.808909,
0.760000,26.954931,
0.770000,27.008171,
0.780000,27.669322,
0.790000,27.885420,
0.800000,27.913021,
0.810000,28.791280,
0.820000,28.732092,
0.830000,29.282194,
0.840000,29.754292,
0.850000,30.653059,
0.860000,30.098829,
0.870000,30.977442,
0.880000,30.981247,
0.890000,31.377929,
0.900000,31.982617,
0.910000,32.100174,
0.920000,32.377188,
0.930000,32.712379,
0.940000,33.773261,
0.950000,34.000689,
0.960000,35.291422,
0.970000,34.380128,
0.980000,34.323341,
0.990000,35.119554,
1.000000,35.760961,
