vol,price,
0.000000,0.000000,
0.010000,0.314471,
0.020000,0.316735,
0.030000,0.253125,
0.040000,0.203293,
0.050000,0.168023,
0.060000,0.142556,
0.070000,0.123532,
0.080000,0.108862,
0.090000,0.097241,
0.100000,0.087825,
0.110000,0.080049,
0.120000,0.073524,
0.130000,0.067973,
0.140000,0.063195,
0.150000,0.059040,
0.160000,0.055395,
0.170000,0.052172,
0.180000,0.049301,
0.190000,0.046728,
0.200000,0.044410,
0.210000,0.042310,
0.220000,0.040399,
0.230000,0.038653,
0.240000,0.037051,
0.250000,0.035576,
0.260000,0.034214,
0.270000,0.032952,
0.280000,0.031780,
0.290000,0.030688,
0.300000,0.029669,
0.310000,0.028715,
0.320000,0.027820,
0.330000,0.026979,
0.340000,0.026188,
0.350000,0.025442,
0.360000,0.024737,
0.370000,0.024070,
0.380000,0.023438,
0.390000,0.022838,
0.400000,0.022268,
0.410000,0.021726,
0.420000,0.021209,
0.430000,0.020717,
0.440000,0.020247,
0.450000,0.019798,
0.460000,0.019368,
0.470000,0.018956,
0.480000,0.018562,
0.490000,0.018184,
0.500000,0.017820,
0.510000,0.017471,
0.520000,0.017136,
0.530000,0.016813,
0.540000,0.016502,
0.550000,0.016202,
0.560000,0.015913,
0.570000,0.015634,
0.580000,0.015365,
0.590000,0.015105,
0.600000,0.014853,
0.610000,0.014610,
0.620000,0.014374,
0.630000,0.014146,
0.640000,0.013925,
0.650000,0.013711,
0.660000,0.013504,
0.670000,0.013302,
0.680000,0.013107,
0.690000,0.012917,
0.700000,0.012733,
0.710000,0.012553,
0.720000,0.012379,
0.730000,0.012210,
0.740000,0.012045,
0.750000,0.011884,
0.760000,0.011728,
0.770000,0.011576,
0.780000,0.011427,
0.790000,0.011283,
0.800000,0.011142,
0.810000,0.011004,
0.820000,0.010870,
0.830000,0.010739,
0.840000,0.010612,
0.850000,0.010487,
0.860000,0.010365,
0.870000,0.010246,
0.880000,0.010129,
0.890000,0.010016,
0.900000,0.009904,
0.910000,0.009796,
0.920000,0.009689,
0.930000,0.009585,
0.940000,0.009483,
0.950000,0.009383,
0.960000,0.009286,
0.970000,0.009190,
0.980000,0.009096,
0.990000,0.009004,
1.000000,0.008914,
